dataset,filename,description,category_id,category,overall_score,background_cleanliness,text_watermark_score,product_prominence,commercial_appeal,bg_class,needs_bg_replacement,reason
bg60k,49240.png,women handbag,4,women jeans,9.25,10,10,9,8,plain,False,The product is set against a gradient teal and white background with a subtle shadow beneath it.
bg60k,13291.png,jeans,4,women jeans,7.75,7,10,8,7,lifestyle,False,The product is placed on a snowy surface with a blurred mountain range in the background.
bg60k,36553.png,women handbag,4,women jeans,9.0,9,10,9,8,plain,False,The background is a gradient of peach and beige tones with abstract geometric shapes.
bg60k,30731.png,jeans,4,women jeans,8.5,10,10,9,7,plain,False,The product is displayed against a solid black background.
bg60k,27251.png,women clutch bag,4,women jeans,8.75,9,10,9,7,plain,False,The product is placed on a white surface against a solid red background with a large white angled shape partially visible.
bg60k,44096.png,women handbag,4,women jeans,8.75,10,10,8,7,plain,False,"The background is a very pale pink, almost white, solid colour."
bg60k,1654.png,women handbag,4,women jeans,9.25,10,10,9,8,plain,False,"The product is set against a solid, light pink background."
bg60k,35120.png,women handbag,4,women jeans,8.75,10,10,9,7,plain,False,"The background is a seamless, light grey colour."
bg60k,39187.png,women handbag,4,women jeans,8.5,9,10,8,7,plain,False,"The product is placed on a light grey surface with a subtle gradient, appearing to be a studio setup."
bg60k,48322.png,women casual pants,4,women jeans,8.5,8,10,9,7,lifestyle,False,"The product is set against a solid, neutral beige background with some styling elements like wheat stalks, a handbag, and shoes."
bg60k,18680.png,jeans,4,women jeans,4.25,3,2,8,4,cluttered,True,The distracting background and prominent watermarks significantly detract from the product's presentation.
bg60k,29858.png,women handbag,4,women jeans,8.75,10,10,8,7,plain,False,"The product is set against a solid, light grey background."
bg60k,22059.png,women clutch bag,4,women jeans,9.0,9,10,9,8,plain,False,"The product is set against a softly textured, light grey gradient background."
bg60k,10808.png,women casual pants,4,women jeans,7.75,7,10,8,6,plain,False,"The background is a slightly off-white, textured surface with a blurred stack of books and a magazine visible on the left."
bg60k,47501.png,jeans,4,women jeans,7.75,8,10,7,6,plain,False,"The product is set against a plain, off-white wall with a glimpse of a white cabinet and flooring."
bg60k,42747.png,jeans,4,women jeans,7.75,7,10,8,7,lifestyle,False,The product is placed on a snowy surface with a blurred mountain range in the background.
bg60k,35631.png,women casual pants,4,women jeans,7.75,6,10,8,7,lifestyle,False,"The product is displayed on a light beige sofa with a wooden floor visible in the background, and a magazine and black garment nearby."
bg60k,29916.png,jeans,4,women jeans,7.75,10,5,9,7,plain,False,The product is set against a dark grey gradient background.
bg60k,13273.png,women casual pants,4,women jeans,8.75,10,10,9,6,plain,False,"The product is set against a plain, light grey background."
bg60k,32540.png,women handbag,4,women jeans,9.25,10,10,9,8,plain,False,"The product is set against a seamless, light grey background."
bg60k,9959.png,jeans,4,women jeans,5.5,7,1,8,6,plain,False,"The image is significantly marred by multiple large, distracting text overlays and tags."
bg60k,44626.png,women handbag,4,women jeans,9.0,9,10,9,8,plain,False,"The background is a gradient of orange and white, forming a geometric shape behind the handbag."
bg60k,33434.png,women casual pants,4,women jeans,8.25,9,10,8,6,plain,False,"The product is hanging on a hanger against a plain, off-white wall."
bg60k,27252.png,women clutch bag,4,women jeans,8.25,7,10,8,8,lifestyle,False,The product is placed on a dark green surface with vintage books and pink roses as props.
bg60k,59668.png,gold chain,5,rings,9.0,9,10,9,8,plain,False,"The background is a softly lit, textured white surface with subtle shadow lines resembling fabric folds."
bg60k,60532.png,platinum necklace,5,rings,9.0,9,10,9,8,plain,False,"The background is a soft, gradient beige colour with a subtle blurred texture."
bg60k,38437.png,diamond ring,5,rings,9.25,10,10,9,8,plain,False,"The product is set against a soft, gradient grey background with a subtle shadow effect."
bg60k,38587.png,Jade bracelet,5,rings,8.25,7,10,9,7,lifestyle,False,The product is displayed on a textured beige surface with a blurred floral element in the upper right corner.
bg60k,43893.png,Bracelet or Anklet,5,rings,9.0,9,10,9,8,plain,False,"The product is set against a light blue, gradient-style background."
bg60k,29998.png,pearl earrings,5,rings,8.5,9,10,8,7,plain,False,"The product is set against a very light, slightly off-white background."
bg60k,31767.png,necklace,5,rings,9.25,10,10,9,8,plain,False,"The background is a dark, gradient grey with subtle highlights, creating a soft, shadowed effect."
bg60k,7423.png,gold bracelet,5,rings,8.5,8,10,9,7,plain,False,"The product is displayed on a soft pink surface with scattered, blurred diamond-like shapes."
bg60k,6515.png,Hotan jade bracelet,5,rings,8.75,9,10,9,7,plain,False,"The product is displayed on a dark grey, slightly textured surface."
bg60k,60963.png,Jade bracelet,5,rings,5.25,6,2,8,5,lifestyle,False,"The image is significantly detracted by the large, distracting text overlays."
bg60k,60033.png,gold ring,5,rings,9.0,9,10,9,8,plain,False,"The background is a blurred, light grey and white gradient with abstract shapes resembling water droplets."
bg60k,20017.png,gold pendant,5,rings,8.75,9,10,9,7,plain,False,"The product is displayed against a solid, bright red fabric backdrop."
bg60k,39313.png,ring,5,rings,8.75,10,10,9,7,plain,False,"The product is set against a solid, light beige background."
bg60k,17273.png,Silver pendant or necklace,5,rings,9.0,9,10,9,8,plain,False,The product is displayed on a gradient grey background that transitions from light to dark.
bg60k,19350.png,gold bracelet or anklet,5,rings,8.5,7,10,9,8,lifestyle,False,"The product is displayed against a deep red background with a subtle, ornate pattern resembling traditional Chinese design elements."
bg60k,42535.png,silver bracelet,5,rings,9.25,10,10,9,8,plain,False,The product is set against a light blue gradient background.
bg60k,9365.png,Bracelet or Anklet,5,rings,9.25,10,10,9,8,plain,False,"The product is displayed against a solid, light peach-coloured background with subtle shadow effects."
bg60k,24763.png,gold bracelet or anklet,5,rings,8.5,7,10,9,8,lifestyle,False,"The product is set against a textured, light beige background with blurred gold and pearl elements surrounding it."
bg60k,54848.png,ring,5,rings,9.0,9,10,9,8,plain,False,"The product is set against a dark, textured gradient background resembling wood or stone."
bg60k,44045.png,gold chain,5,rings,9.25,10,10,9,8,plain,False,"The background is a soft, gradient lavender colour with subtle shadow effects."
bg60k,43957.png,Rhizome,5,rings,6.25,3,10,8,4,cluttered,True,The cardboard box background is distracting and detracts from the product's presentation.
bg60k,39280.png,Rhizome,5,rings,8.5,8,10,9,7,plain,False,"The background is a blurred, light-coloured surface with a partially visible white frame or object in the upper left corner."
bg60k,52940.png,silver bracelet,5,rings,9.25,10,10,9,8,plain,False,The product is set against a gradient grey background that fades from darker to lighter.
bg60k,51341.png,silver bracelet,5,rings,8.5,8,10,9,7,plain,False,The product is set against a gradient beige background with a blurred floral element in the lower left corner.
bg60k,35000.png,necklace,5,rings,9.25,10,10,9,8,plain,False,"The background is a soft, solid pastel pink colour with subtle fabric-like texture."
bg60k,4942.png,diamond ring,5,rings,9.25,10,10,9,8,plain,False,"The product is set against a soft, gradient beige background."
bg60k,57581.png,Hetian jade pendant,5,rings,8.5,8,10,9,7,plain,False,"The product is set against a dark grey, textured background resembling a pot or container."
bg60k,36020.png,bracelet or bracelet or anklet,5,rings,8.25,7,10,9,7,lifestyle,False,"The bracelet is displayed on a textured white surface with a blurred, leafy botanical print underneath."
bg60k,25640.png,earring,5,rings,9.0,9,10,9,8,plain,False,"The background is a soft, blurred gradient of beige and peach tones, creating a warm and diffused effect."
bg60k,2266.png,bracelet or bracelet or anklet,5,rings,8.75,10,10,9,7,plain,False,The product is displayed on a white plate against a completely black background.
bg60k,28287.png,Hotan jade bracelet,5,rings,9.0,9,10,9,8,plain,False,"The product is set against a solid, dark brown background with a subtle gradient and a reflective surface underneath."
bg60k,32257.png,necklace,5,rings,8.5,7,10,9,8,lifestyle,False,"The background is a dark purple gradient with a subtle celestial pattern of stars, moons, and a compass rose."
bg60k,27763.png,ring,5,rings,9.0,9,10,9,8,plain,False,"The product is set against a soft, gradient grey background with subtle fabric texture."
bg60k,3030.png,Hetian jade pendant,5,rings,8.75,9,10,9,7,plain,False,The product is set against a gradient teal background with a textured wooden surface beneath it.
bg60k,14056.png,gold bracelet or anklet,5,rings,7.75,6,10,8,7,lifestyle,False,The product is set against a textured dark teal background with a repeating geometric pattern and gold-colored decorative elements.
bg60k,15365.png,Bracelet or Anklet,5,rings,8.75,9,10,8,8,plain,False,The background is a gradient of blue tones with subtle light reflections resembling water droplets.
bg60k,23606.png,gold pendant,5,rings,8.75,9,10,9,7,plain,False,"The product is displayed against a dark grey, textured background."
bg60k,21414.png,necklace,5,rings,9.25,10,10,9,8,plain,False,"The product is displayed against a gradient background transitioning from light blue to pale pink, with a shadow effect creating a sense of depth."
bg60k,27513.png,silver bracelet,5,rings,8.5,8,10,9,7,lifestyle,False,The product is displayed on a draped fabric background transitioning from red to blue.
bg60k,53165.png,Rhizome,5,rings,8.5,8,10,9,7,plain,False,The product is presented on a white plate with a light grey wood-grain surface visible around the plate.
bg60k,9106.png,Bracelet or Anklet,5,rings,9.0,9,10,9,8,plain,False,The product is set against a gradient blue background with subtle sparkling effects resembling ice crystals.
bg60k,59819.png,Rhizome,5,rings,8.75,9,10,9,7,plain,False,"The product is set against a very light, slightly gradient white background with a hint of green at the very top."
bg60k,49107.png,Silver pendant or necklace,5,rings,8.75,9,10,9,7,plain,False,"The product is displayed against a solid, bright red fabric background."
bg60k,40519.png,gold transfer beads,5,rings,8.5,8,10,9,7,plain,False,"The product is set against a textured, teal-green surface that appears to be fabric or a similar material."
bg60k,31465.png,gold bracelet,5,rings,8.0,6,10,9,7,lifestyle,False,The product is displayed on a red surface with scattered dried flower petals and leaves in the background.
bg60k,33961.png,baby silver jewelry,5,rings,8.5,8,10,9,7,plain,False,"The product is displayed against a solid, textured red background."
bg60k,37812.png,silver bracelet,5,rings,9.0,9,10,9,8,plain,False,"The product is set against a solid, textured golden-yellow background with a blurred cylindrical shape visible in the upper left."
bg60k,1495.png,gold chain,5,rings,9.0,9,10,9,8,plain,False,"The background is a soft, blurred gradient of golden tones, creating a warm and luxurious feel."
bg60k,59846.png,silver bracelet,5,rings,8.75,10,10,9,7,plain,False,"The product is set against a solid, textured blue background."
